system:index,Elevation,LST,Latitude,Longitude,NDBI,NDVI,Population,.geo
7883,527,44.48314373000005,19.76945770269616,75.29360043211688,0.05527065527065527,0.2463041844149336,20.17357635498047,"{""type"":""Point"",""coordinates"":[75.29360043211688,19.76945770269616]}"
7884,664,48.65312813000003,19.772671990725467,75.39661097038962,0.015596030101428727,0.2461687146210134,2.0746915340423584,"{""type"":""Point"",""coordinates"":[75.39661097038962,19.772671990725467]}"
7885,754,41.253114830000015,19.996058808779292,75.36308207552322,0.07835296660542526,0.18345822925339994,1.408360481262207,"{""type"":""Point"",""coordinates"":[75.36308207552322,19.996058808779292]}"
7886,582,45.78711836000002,19.92955481091171,75.21327196175562,0.1250730079265749,0.1746387364176095,11.645363807678223,"{""type"":""Point"",""coordinates"":[75.21327196175562,19.92955481091171]}"
7887,752,45.25561625,20.02150424717145,75.4760257914144,0.1074800290486565,0.23564157345733316,1.875224232673645,"{""type"":""Point"",""coordinates"":[75.4760257914144,20.02150424717145]}"
7888,562,39.55264987999999,19.767438157923888,75.48829071452334,0.11123063683304647,0.2746066029003394,48.721412658691406,"{""type"":""Point"",""coordinates"":[75.48829071452334,19.767438157923888]}"
7889,802,40.63445321000006,20.000434072190064,75.4110123174881,0.10105834972370516,0.18537730023465482,2.518821954727173,"{""type"":""Point"",""coordinates"":[75.4110123174881,20.000434072190064]}"
7890,617,42.63057689000004,19.924964515840532,75.41062685146278,0.03318298969072165,0.1618273325590399,3.6626782417297363,"{""type"":""Point"",""coordinates"":[75.41062685146278,19.924964515840532]}"
7891,730,45.53589389000001,19.93344254235743,75.50653270646502,-0.02246305418719212,0.37511594010865246,2.504598617553711,"{""type"":""Point"",""coordinates"":[75.50653270646502,19.93344254235743]}"
7892,524,41.102721950000046,19.72991894097055,75.33940921560252,-0.05990054249547921,0.24940047961630696,1.4792344570159912,"{""type"":""Point"",""coordinates"":[75.33940921560252,19.72991894097055]}"
7893,602,46.06568699000002,19.819231534264397,75.40176129319323,0.03145723516408774,0.1411399378944205,3.204084873199463,"{""type"":""Point"",""coordinates"":[75.40176129319323,19.819231534264397]}"
7894,567,43.14327989000003,19.84839902925045,75.32789140816519,0.01920335429769392,0.2412182956595564,90.47772216796875,"{""type"":""Point"",""coordinates"":[75.32789140816519,19.84839902925045]}"
7895,781,43.67478200000005,20.00045772105972,75.36472093147151,0.14474433435827355,0.17766975066645757,1.2306241989135742,"{""type"":""Point"",""coordinates"":[75.36472093147151,20.00045772105972]}"
7896,581,41.476995139999985,19.90312776987566,75.56498022170823,0.0656084656084656,0.23272371911210388,5.581489562988281,"{""type"":""Point"",""coordinates"":[75.56498022170823,19.90312776987566]}"
7897,674,39.34244165000001,20.04077489076337,75.40281205477564,-0.04272489912176596,0.33892106065224015,9.197609901428223,"{""type"":""Point"",""coordinates"":[75.40281205477564,20.04077489076337]}"
7898,724,45.61792637000002,20.00804322842439,75.37532542375457,0.03426167100781406,0.19602977667493796,1.469269871711731,"{""type"":""Point"",""coordinates"":[75.37532542375457,20.00804322842439]}"
7899,564,45.46753349000005,19.89927291512022,75.27014686433432,0.04185470312361738,0.2716382853787434,26.117067337036133,"{""type"":""Point"",""coordinates"":[75.27014686433432,19.89927291512022]}"
7900,566,45.243653180000024,19.844565971322528,75.43094747928137,0.03769996643919902,0.17658323074818766,6.628568172454834,"{""type"":""Point"",""coordinates"":[75.43094747928137,19.844565971322528]}"
7901,585,46.40919800000006,19.743824264061818,75.4422691911514,0.05523978685612788,0.20203389830508475,2.6084132194519043,"{""type"":""Point"",""coordinates"":[75.4422691911514,19.743824264061818]}"
7902,644,40.272143089999986,19.954355262507576,75.29366427273742,-0.054243542435424355,0.3056095053124643,7.023336887359619,"{""type"":""Point"",""coordinates"":[75.29366427273742,19.954355262507576]}"
